id,title,snippet,url
2202.06991,,,https://arxiv.org/abs/2202.06991
2305.02073,,,https://arxiv.org/abs/2305.02073
2212.09744,,,https://arxiv.org/abs/2212.09744
2206.10128,,,https://arxiv.org/abs/2206.10128
2408.02152,,,https://arxiv.org/abs/2408.02152
2002.08909,,,https://arxiv.org/abs/2002.08909
2407.11605,Interactions with Generative Information Retrieval Systems,"At its core, information access and seeking is an interactive process. In existing search engines, interactions are limited to a few pre-defined actions, such as ""requery"", ""click on a document"", ""scrolling up/down"", ""going to the next result page"", ""leaving the search engine"", etc. A major benefit of moving towards generative IR systems is enabling users with a richer expression of information need and feedback and free-form interactions in natural language and beyond. In other words, the actions users take are no longer limited by the clickable links and buttons available on the search engine result page and users can express themselves freely through natural language. This can go even beyond natural language, through images, videos, gestures, and sensors using multi-modal generative IR systems. This chapter briefly discusses the role of interaction in generative IR systems. We will first discuss different ways users can express their information needs by interacting with generative IR systems. We then explain how users can provide explicit or implicit feedback to generative IR systems and how they can consume such feedback. Next, we will cover how users interactively can refine retrieval results. We will expand upon mixed-initiative interactions and discuss clarification and preference elicitation in more detail. We then discuss proactive generative IR systems, including context-aware recommendation, following up past conversations, contributing to multi-party conversations, and feedback requests. Providing explanation is another interaction type that we briefly discuss in this chapter. We will also briefly describe multi-modal interactions in generative information retrieval. Finally, we describe emerging frameworks and solutions for user interfaces with generative AI systems.",https://arxiv.org/abs/2407.11605
2004.12832,,,https://arxiv.org/abs/2004.12832
2108.06279,,,https://arxiv.org/abs/2108.06279
2206.05395,,,https://arxiv.org/abs/2206.05395
1702.01806,,,https://arxiv.org/abs/1702.01806
2102.11903,,,https://arxiv.org/abs/2102.11903
1611.09268,,,https://arxiv.org/abs/1611.09268
1609.04846v1,,,https://arxiv.org/abs/1609.04846v1
1511.05800v1,,,https://arxiv.org/abs/1511.05800v1
2502.01654v1,Predicting concentration levels of air pollutants by transfer learning and recurrent neural network,"Air pollution (AP) poses a great threat to human health, and people are paying more attention than ever to its prediction. Accurate prediction of AP helps people to plan for their outdoor activities and aids protecting human health. In this paper, long-short term memory (LSTM) recurrent neural networks (RNNs) have been used to predict the future concentration of air pollutants (APS) in Macau. Additionally, meteorological data and data on the concentration of APS have been utilized. Moreover, in Macau, some air quality monitoring stations (AQMSs) have less observed data in quantity, and, at the same time, some AQMSs recorded less observed data of certain types of APS. Therefore, the transfer learning and pre-trained neural networks have been employed to assist AQMSs with less observed data to build a neural network with high prediction accuracy. The experimental sample covers a period longer than 12-year and includes daily measurements from several APS as well as other more classical meteorological values. Records from five stations, four out of them are AQMSs and the remaining one is an automatic weather station, have been prepared from the aforesaid period and eventually underwent to computational intelligence techniques to build and extract a prediction knowledge-based system. As shown by experimentation, LSTM RNNs initialized with transfer learning methods have higher prediction accuracy; it incurred shorter training time than randomly initialized recurrent neural networks.",https://arxiv.org/abs/2502.01654v1
2507.15336v2,,,https://arxiv.org/abs/2507.15336v2
1803.02421v2,,,https://arxiv.org/abs/1803.02421v2
1811.08772v1,Overcoming low-utility facets for complex answer retrieval,"Many questions cannot be answered simply; their answers must include numerous nuanced details and additional context. Complex Answer Retrieval (CAR) is the retrieval of answers to such questions. In their simplest form, these questions are constructed from a topic entity (e.g., `cheese') and a facet (e.g., `health effects'). While topic matching has been thoroughly explored, we observe that some facets use general language that is unlikely to appear verbatim in answers. We call these low-utility facets. In this work, we present an approach to CAR that identifies and addresses low-utility facets. We propose two estimators of facet utility. These include exploiting the hierarchical structure of CAR queries and using facet frequency information from training data. To improve the retrieval performance on low-utility headings, we also include entity similarity scores using knowledge graph embeddings. We apply our approaches to a leading neural ranking technique, and evaluate using the TREC CAR dataset. We find that our approach perform significantly better than the unmodified neural ranker and other leading CAR techniques. We also provide a detailed analysis of our results, and verify that low-utility facets are indeed more difficult to match, and that our approach improves the performance for these difficult queries.",https://arxiv.org/abs/1811.08772v1
2007.16149v1,,,https://arxiv.org/abs/2007.16149v1
1707.05409v1,,,https://arxiv.org/abs/1707.05409v1
1706.06697v1,,,https://arxiv.org/abs/1706.06697v1
2008.00506v1,,,https://arxiv.org/abs/2008.00506v1
2208.00791v1,,,https://arxiv.org/abs/2208.00791v1
2104.10450v1,Making Differentiable Architecture Search less local,"Neural architecture search (NAS) is a recent methodology for automating the design of neural network architectures. Differentiable neural architecture search (DARTS) is a promising NAS approach that dramatically increases search efficiency. However, it has been shown to suffer from performance collapse, where the search often leads to detrimental architectures. Many recent works try to address this issue of DARTS by identifying indicators for early stopping, regularising the search objective to reduce the dominance of some operations, or changing the parameterisation of the search problem. In this work, we hypothesise that performance collapses can arise from poor local optima around typical initial architectures and weights. We address this issue by developing a more global optimisation scheme that is able to better explore the space without changing the DARTS problem formulation. Our experiments show that our changes in the search algorithm allow the discovery of architectures with both better test performance and fewer parameters.",https://arxiv.org/abs/2104.10450v1
1011.5800v2,,,https://arxiv.org/abs/1011.5800v2
2502.02788v1,,,https://arxiv.org/abs/2502.02788v1
1511.05802v1,,,https://arxiv.org/abs/1511.05802v1
2504.21282v1,,,https://arxiv.org/abs/2504.21282v1
1208.1862v2,A transformation rule for the index of commuting operators,"In the setting of several commuting operators on a Hilbert space one defines the notions of invertibility and Fredholmness in terms of the associated Koszul complex. The index problem then consists of computing the Euler characteristic of such a special type of Fredholm complex. In this paper we investigate transformation rules for the index under the holomorphic functional calculus. We distinguish between two different types of index results: 1) A global index theorem which expresses the index in terms of the degree function of the ""symbol"" and the locally constant index function of the ""coordinates"". 2) A local index theorem which computes the Euler characteristic of a localized Koszul complex near a common zero of the ""symbol"". Our results apply to the example of Toeplitz operators acting on both Bergman spaces over pseudoconvex domains and the Hardy space over the polydisc. The local index theorem is fundamental for future investigations of determinants and torsion of Koszul complexes.",https://arxiv.org/abs/1208.1862v2
