id,title,snippet,url
1903.05202,,,https://arxiv.org/abs/1903.05202
1807.07275,,,https://arxiv.org/abs/1807.07275
2010.04003,,,https://arxiv.org/abs/2010.04003
2006.10974,,,https://arxiv.org/abs/2006.10974
1606.09282,,,https://arxiv.org/abs/1606.09282
1606.04671,,,https://arxiv.org/abs/1606.04671
1801.01423,,,https://arxiv.org/abs/1801.01423
1611.07725,,,https://arxiv.org/abs/1611.07725
1706.08840,,,https://arxiv.org/abs/1706.08840
1812.00420,,,https://arxiv.org/abs/1812.00420
1810.10612,,,https://arxiv.org/abs/1810.10612
2011.12216,,,https://arxiv.org/abs/2011.12216
1902.10486,,,https://arxiv.org/abs/1902.10486
2110.07276,,,https://arxiv.org/abs/2110.07276
1912.02567,,,https://arxiv.org/abs/1912.02567
2308.13646,,,https://arxiv.org/abs/2308.13646
1904.07734,,,https://arxiv.org/abs/1904.07734
2001.06782,,,https://arxiv.org/abs/2001.06782
2211.14177v1,,,https://arxiv.org/abs/2211.14177v1
2011.06220v3,,,https://arxiv.org/abs/2011.06220v3
2203.17269v2,,,https://arxiv.org/abs/2203.17269v2
2102.07686v4,,,https://arxiv.org/abs/2102.07686v4
1905.12588v2,,,https://arxiv.org/abs/1905.12588v2
2005.01004v3,,,https://arxiv.org/abs/2005.01004v3
2207.08180v1,,,https://arxiv.org/abs/2207.08180v1
2207.04998v1,,,https://arxiv.org/abs/2207.04998v1
2403.05175v1,,,https://arxiv.org/abs/2403.05175v1
2009.04381v1,,,https://arxiv.org/abs/2009.04381v1
1809.02441v3,,,https://arxiv.org/abs/1809.02441v3
2506.00205v1,,,https://arxiv.org/abs/2506.00205v1
2202.09826v3,,,https://arxiv.org/abs/2202.09826v3
2410.19925v2,,,https://arxiv.org/abs/2410.19925v2
2512.11668v1,,,https://arxiv.org/abs/2512.11668v1
2504.10561v2,,,https://arxiv.org/abs/2504.10561v2
2210.03869v2,,,https://arxiv.org/abs/2210.03869v2
1810.03880v3,,,https://arxiv.org/abs/1810.03880v3
2105.04026v2,,,https://arxiv.org/abs/2105.04026v2
1905.12019v5,,,https://arxiv.org/abs/1905.12019v5
2306.11113v2,,,https://arxiv.org/abs/2306.11113v2
1711.00146v1,,,https://arxiv.org/abs/1711.00146v1
1912.03905v2,,,https://arxiv.org/abs/1912.03905v2
2103.03987v2,,,https://arxiv.org/abs/2103.03987v2
1801.03138v1,,,https://arxiv.org/abs/1801.03138v1
2110.08902v5,,,https://arxiv.org/abs/2110.08902v5
2103.13885v3,,,https://arxiv.org/abs/2103.13885v3
2310.15054v1,,,https://arxiv.org/abs/2310.15054v1
2102.09139v3,,,https://arxiv.org/abs/2102.09139v3
1905.02662v1,,,https://arxiv.org/abs/1905.02662v1
2603.01761v1,,,https://arxiv.org/abs/2603.01761v1
2011.08508v3,,,https://arxiv.org/abs/2011.08508v3
2004.14366v2,,,https://arxiv.org/abs/2004.14366v2
2406.15972v1,,,https://arxiv.org/abs/2406.15972v1
2512.01890v1,,,https://arxiv.org/abs/2512.01890v1
2603.18596v3,,,https://arxiv.org/abs/2603.18596v3
2210.16365v1,,,https://arxiv.org/abs/2210.16365v1
2401.08940v1,,,https://arxiv.org/abs/2401.08940v1
2308.16567v1,,,https://arxiv.org/abs/2308.16567v1
2004.02396v1,,,https://arxiv.org/abs/2004.02396v1
2103.07492v4,,,https://arxiv.org/abs/2103.07492v4
2307.05639v2,,,https://arxiv.org/abs/2307.05639v2
1911.06009v1,,,https://arxiv.org/abs/1911.06009v1
2212.06370v4,,,https://arxiv.org/abs/2212.06370v4
2306.14753v1,,,https://arxiv.org/abs/2306.14753v1
2307.07881v2,,,https://arxiv.org/abs/2307.07881v2
2103.00113v2,,,https://arxiv.org/abs/2103.00113v2
1901.06610v2,,,https://arxiv.org/abs/1901.06610v2
2009.13954v2,,,https://arxiv.org/abs/2009.13954v2
